code,type,subtype,importance,identifier,other,message,moreInfo,context
URS,unsupported.repository.structure,node.location,ADVISORY,/etc/cloudservices/proxy,\N,The node at /etc/cloudservices/proxy has been modified since installation. It should be moved to a supported repository location.,https://www.adobe.com/go/aem_pd_URS,"{""data"":{""path"":""/etc/cloudservices/proxy"",""json-patch"":[{""op"":""add"",""path"":""/jcr:primaryType"",""value"":""fc5021c59aa9b7e257c6c212435191488647144b144950ebc2f56c0cae551590""},{""op"":""add"",""path"":""/jcr:mixinTypes"",""value"":[""471920b17ab23d342dde77c36602515e642ed589988807469c7ad34c3d1667c4""]}]},""type"":""node.location""}"
URS,unsupported.repository.structure,node.location,ADVISORY,/etc/cloudservices/proxy/ids,\N,The node at /etc/cloudservices/proxy/ids has been modified since installation. It should be moved to a supported repository location.,https://www.adobe.com/go/aem_pd_URS,"{""data"":{""path"":""/etc/cloudservices/proxy/ids"",""json-patch"":[{""op"":""add"",""path"":""/jcr:primaryType"",""value"":""fc5021c59aa9b7e257c6c212435191488647144b144950ebc2f56c0cae551590""}]},""type"":""node.location""}"
URS,unsupported.repository.structure,node.location,ADVISORY,/etc/cloudservices/proxy/ids/jcr:content,\N,The node at /etc/cloudservices/proxy/ids/jcr:content has been modified since installation. It should be moved to a supported repository location.,https://www.adobe.com/go/aem_pd_URS,"{""data"":{""path"":""/etc/cloudservices/proxy/ids/jcr:content"",""json-patch"":[{""op"":""add"",""path"":""/sling:resourceType"",""value"":""94b3b1ac0ab84dc5f48205f3515542ec8017975f4f0c39110a5d7c1b52a49370""},{""op"":""add"",""path"":""/cq:lastModifiedBy"",""value"":""8c6976e5b5410415bde908bd4dee15dfb167a9c873fc4bb8a81f6f2ab448a918""},{""op"":""add"",""path"":""/cq:lastModified"",""value"":""7cfa88f100631a2a15979e605b7e0161d01f63ba6787cac326c09a77a25edb3c""},{""op"":""add"",""path"":""/jcr:primaryType"",""value"":""0d0452b75fed4a36809b5e98560f5bf66d7c7306d8c25026f26d99417579ba77""},{""op"":""add"",""path"":""/jcr:title"",""value"":""80d42ed6fba7c2072997b413194595381142dd06cf473479dd1e631c5bfa3319""},{""op"":""add"",""path"":""/pool"",""value"":""a76d8c3e94eba61fc46b5cc05fc51e5f6df1d0f46d901d32e9c27bb251f155ae""},{""op"":""add"",""path"":""/cq:template"",""value"":""4604c7451ce04ada03d7f8fbd402e1f0098c5f66531be0f8869f4dfa287a1d11""}]},""type"":""node.location""}"
URS,unsupported.repository.structure,node.location,ADVISORY,/etc/cloudservices/proxy/jcr:content,\N,The node at /etc/cloudservices/proxy/jcr:content has been modified since installation. It should be moved to a supported repository location.,https://www.adobe.com/go/aem_pd_URS,"{""data"":{""path"":""/etc/cloudservices/proxy/jcr:content"",""json-patch"":[{""op"":""add"",""path"":""/password"",""value"":""8c6976e5b5410415bde908bd4dee15dfb167a9c873fc4bb8a81f6f2ab448a918""},{""op"":""add"",""path"":""/visible"",""value"":""false""},{""op"":""add"",""path"":""/host"",""value"":""49960de5880e8c687434170f6476605b8fe4aeb9a28632c7995cf3ba831d9763""},{""op"":""add"",""path"":""/cq:lastModifiedBy"",""value"":""8c6976e5b5410415bde908bd4dee15dfb167a9c873fc4bb8a81f6f2ab448a918""},{""op"":""add"",""path"":""/cq:lastModified"",""value"":""7cfa88f100631a2a15979e605b7e0161d01f63ba6787cac326c09a77a25edb3c""},{""op"":""add"",""path"":""/sling:resourceType"",""value"":""878b8036d666e5f3256d49175f0c4ca947c237213dd0104a873df0d59eae562b""},{""op"":""add"",""path"":""/jcr:title"",""value"":""af59e0ae4b0019e049460b83b0366170c0c1503ab66ce0fd6584c64bf78dfbd9""},{""op"":""add"",""path"":""/port"",""value"":""daa1dbb904b938c75b0ba4f6b2a0e50e2286c38e000604866c039997ecb739d6""},{""op"":""add"",""path"":""/jcr:primaryType"",""value"":""0d0452b75fed4a36809b5e98560f5bf66d7c7306d8c25026f26d99417579ba77""},{""op"":""add"",""path"":""/connectedWhen"",""value"":""27cac5503836765cd10751d27ab4a6e17d7a80d4c948430a5a81513973f9b51e""},{""op"":""add"",""path"":""/cq:template"",""value"":""4604c7451ce04ada03d7f8fbd402e1f0098c5f66531be0f8869f4dfa287a1d11""},{""op"":""add"",""path"":""/user"",""value"":""8c6976e5b5410415bde908bd4dee15dfb167a9c873fc4bb8a81f6f2ab448a918""}]},""type"":""node.location""}"
URS,unsupported.repository.structure,node.location,ADVISORY,/etc/cloudservices/scene7,\N,The node at /etc/cloudservices/scene7 has been modified since installation. It should be moved to a supported repository location.,https://www.adobe.com/go/aem_pd_URS,"{""data"":{""path"":""/etc/cloudservices/scene7"",""json-patch"":[{""op"":""add"",""path"":""/jcr:primaryType"",""value"":""fc5021c59aa9b7e257c6c212435191488647144b144950ebc2f56c0cae551590""},{""op"":""add"",""path"":""/jcr:mixinTypes"",""value"":[""471920b17ab23d342dde77c36602515e642ed589988807469c7ad34c3d1667c4""]}]},""type"":""node.location""}"
URS,unsupported.repository.structure,node.location,ADVISORY,/etc/cloudservices/scene7/jcr:content,\N,The node at /etc/cloudservices/scene7/jcr:content has been modified since installation. It should be moved to a supported repository location.,https://www.adobe.com/go/aem_pd_URS,"{""data"":{""path"":""/etc/cloudservices/scene7/jcr:content"",""json-patch"":[{""op"":""add"",""path"":""/connectedWhen"",""value"":""b4c32c7b7041d27e2812f09a15b489c79779e2b5f9db9a4c01a7d979c4aeaf2e""},{""op"":""add"",""path"":""/cq:lastModifiedBy"",""value"":""8c6976e5b5410415bde908bd4dee15dfb167a9c873fc4bb8a81f6f2ab448a918""},{""op"":""add"",""path"":""/descriptionExtended"",""value"":""b75e0721ec8c521f65120fe10a249fd4d5caa0764b168c07fa63b44896c31452""},{""op"":""add"",""path"":""/serviceUrl"",""value"":""ac5d3d4ca94d4608b90fc703eb75f8d78b7ede4d1fb022876d6fe503fe0a66bf""},{""op"":""add"",""path"":""/serviceAdminUrl"",""value"":""20e59538e817c659eab5d8d12036d0a67f245922e04f307d7cd4ce5eea8336f6""},{""op"":""add"",""path"":""/jcr:description"",""value"":""6f5c93773ce5be91b97151941d74891dfb624e1f0bf4419092018d514d6b2d13""},{""op"":""add"",""path"":""/summaryPanelPath"",""value"":""4322ca0507fc485eb887d42e1ffb3e9ab1a3e758671eef849104f12a99b7a040""},{""op"":""add"",""path"":""/cq:lastModified"",""value"":""6c93af346f31cd1f97439d69add090a93ab8463ca4c38debb20bdfa1b460a085""},{""op"":""add"",""path"":""/cq:template"",""value"":""049bad2805b3b7b863a5d933a4d9313bbb880551b10cc25ea651518260d12185""},{""op"":""add"",""path"":""/thumbnailPath"",""value"":""bb636967f70b58130c8f17cc2720c2432ed1f05d46120f477f7019180dd712d3""},{""op"":""add"",""path"":""/category"",""value"":""ae933f975b1aa3700b3791916169052db644e65dea98525456412245c97ea797""},{""op"":""add"",""path"":""/solution"",""value"":""216fdc11afa69202f2569b23b4e560a78efc5e949fc1482210555be2cae37cd6""},{""op"":""add"",""path"":""/jcr:title"",""value"":""55b125c52b503652fe060555d44d51c605a2807302698c3c0c148f1315aeaaa7""},{""op"":""add"",""path"":""/s7enabled"",""value"":""true""},{""op"":""add"",""path"":""/jcr:primaryType"",""value"":""0d0452b75fed4a36809b5e98560f5bf66d7c7306d8c25026f26d99417579ba77""},{""op"":""add"",""path"":""/sling:resourceType"",""value"":""c19c6d0cfecba5859bff780d10761c9b849707980d12ee327da06d99fcd82639""},{""op"":""add"",""path"":""/ranking"",""value"":""d59eced1ded07f84c145592f65bdf854358e009c5cd705f5215bf18697fed103""},{""op"":""add"",""path"":""/visible"",""value"":""true""},{""op"":""add"",""path"":""/description"",""value"":""e44734a2cac971d7f2aec56b3b3f43a0d5425c5f7a063ad4e860bd045ba2acc0""}]},""type"":""node.location""}"
URS,unsupported.repository.structure,node.location,ADVISORY,/etc/cloudservices/scene7/statistics,\N,The node at /etc/cloudservices/scene7/statistics has been modified since installation. It should be moved to a supported repository location.,https://www.adobe.com/go/aem_pd_URS,"{""data"":{""path"":""/etc/cloudservices/scene7/statistics"",""json-patch"":[{""op"":""add"",""path"":""/jcr:primaryType"",""value"":""f51a6a30f5021019408f2081691cd62d833784b317c9ec244560440ae18461f1""}]},""type"":""node.location""}"
URS,unsupported.repository.structure,node.location,ADVISORY,/etc/cloudservices/scene7/statistics/assets,\N,The node at /etc/cloudservices/scene7/statistics/assets has been modified since installation. It should be moved to a supported repository location.,https://www.adobe.com/go/aem_pd_URS,"{""data"":{""path"":""/etc/cloudservices/scene7/statistics/assets"",""json-patch"":[{""op"":""add"",""path"":""/jcr:primaryType"",""value"":""f51a6a30f5021019408f2081691cd62d833784b317c9ec244560440ae18461f1""},{""op"":""add"",""path"":""/total"",""value"":""0""},{""op"":""add"",""path"":""/jcr:title"",""value"":""bd12731d7bc9b843d8523e654ae92abe735ee95f0777e46e77ee286b17833acd""}]},""type"":""node.location""}"
URS,unsupported.repository.structure,node.location,ADVISORY,/etc/cloudservices/search-promote,\N,The node at /etc/cloudservices/search-promote has been modified since installation. It should be moved to a supported repository location.,https://www.adobe.com/go/aem_pd_URS,"{""data"":{""path"":""/etc/cloudservices/search-promote"",""json-patch"":[{""op"":""add"",""path"":""/jcr:primaryType"",""value"":""fc5021c59aa9b7e257c6c212435191488647144b144950ebc2f56c0cae551590""},{""op"":""add"",""path"":""/jcr:mixinTypes"",""value"":[""471920b17ab23d342dde77c36602515e642ed589988807469c7ad34c3d1667c4""]}]},""type"":""node.location""}"
URS,unsupported.repository.structure,node.location,ADVISORY,/etc/cloudservices/search-promote/jcr:content,\N,The node at /etc/cloudservices/search-promote/jcr:content has been modified since installation. It should be moved to a supported repository location.,https://www.adobe.com/go/aem_pd_URS,"{""data"":{""path"":""/etc/cloudservices/search-promote/jcr:content"",""json-patch"":[{""op"":""add"",""path"":""/description"",""value"":""903954bc7c5d4c993c6168584026f2e5d8291599aa835f89c8a36b57d38ab0a2""},{""op"":""add"",""path"":""/cq:lastModifiedBy"",""value"":""8c6976e5b5410415bde908bd4dee15dfb167a9c873fc4bb8a81f6f2ab448a918""},{""op"":""add"",""path"":""/jcr:title"",""value"":""8d9679b97d93706a32b73a7854c8392ff99a0b059f863af7e8314d42d82669f5""},{""op"":""add"",""path"":""/ranking"",""value"":""69f59c273b6e669ac32a6dd5e1b2cb63333d8b004f9696447aee2d422ce63763""},{""op"":""add"",""path"":""/serviceAdminUrl"",""value"":""6827fcd0a560b25d966882576a1d00f9f4e9e45c4b987bfa3b1e6c3611ecebc6""},{""op"":""add"",""path"":""/descriptionExtended"",""value"":""cde57d0ca262d61b7a2464a0bef8cc64a940e54c5f2577fbcf4cb44bea6f1347""},{""op"":""add"",""path"":""/cq:template"",""value"":""049bad2805b3b7b863a5d933a4d9313bbb880551b10cc25ea651518260d12185""},{""op"":""add"",""path"":""/category"",""value"":""ae933f975b1aa3700b3791916169052db644e65dea98525456412245c97ea797""},{""op"":""add"",""path"":""/thumbnailPath"",""value"":""40e3a6cb1564145f4e0adc74dc633ccef6c25be8fd325983eb7f1b2dee4bb676""},{""op"":""add"",""path"":""/serviceUrl"",""value"":""69ad83735d9caa6f3d4e3a6e399c72fdd405ba05915722f78811d4c8e03c53b7""},{""op"":""add"",""path"":""/cq:lastModified"",""value"":""12230774a585a91ea5c4e91561686371aadcf83a98e7ad043105a99b9453eb64""},{""op"":""add"",""path"":""/summaryPanelPath"",""value"":""e3cf209e1b758931291ef9296d0a4e5a0f93368e9302b9657191419002e9230e""},{""op"":""add"",""path"":""/solution"",""value"":""34a04005bcaf206eec990bd9637d9fdb6725e0a0c0d4aebf003f17f4c956eb5c""},{""op"":""add"",""path"":""/jcr:primaryType"",""value"":""0d0452b75fed4a36809b5e98560f5bf66d7c7306d8c25026f26d99417579ba77""},{""op"":""add"",""path"":""/sling:resourceType"",""value"":""c19c6d0cfecba5859bff780d10761c9b849707980d12ee327da06d99fcd82639""},{""op"":""add"",""path"":""/connectedWhen"",""value"":""69e1a307a02f746f184ca87ae901f7d74d2feb39c0058384a1510c23a11d5309""},{""op"":""add"",""path"":""/jcr:description"",""value"":""5e122222c3e85e83a1fd38b17f68a7a63daa45de14959d629c0cd4ddcaac8628""}]},""type"":""node.location""}"
URS,unsupported.repository.structure,node.location,ADVISORY,/etc/cloudservices/sitecatalyst,\N,The node at /etc/cloudservices/sitecatalyst has been modified since installation. It should be moved to a supported repository location.,https://www.adobe.com/go/aem_pd_URS,"{""data"":{""path"":""/etc/cloudservices/sitecatalyst"",""json-patch"":[{""op"":""add"",""path"":""/jcr:primaryType"",""value"":""fc5021c59aa9b7e257c6c212435191488647144b144950ebc2f56c0cae551590""},{""op"":""add"",""path"":""/jcr:mixinTypes"",""value"":[""471920b17ab23d342dde77c36602515e642ed589988807469c7ad34c3d1667c4""]}]},""type"":""node.location""}"
URS,unsupported.repository.structure,node.location,ADVISORY,/etc/cloudservices/sitecatalyst/defaults,\N,The node at /etc/cloudservices/sitecatalyst/defaults has been modified since installation. It should be moved to a supported repository location.,https://www.adobe.com/go/aem_pd_URS,"{""data"":{""path"":""/etc/cloudservices/sitecatalyst/defaults"",""json-patch"":[{""op"":""add"",""path"":""/linkTrackEvents"",""value"":""dc937b59892604f5a86ac96936cd7ff09e25f18ae6b758e8014a24c7fa039e91""},{""op"":""add"",""path"":""/trackExternalLinks"",""value"":""true""},{""op"":""add"",""path"":""/jcr:primaryType"",""value"":""f51a6a30f5021019408f2081691cd62d833784b317c9ec244560440ae18461f1""},{""op"":""add"",""path"":""/charSet"",""value"":""3ad3031f5503a4404af825262ee8232cc04d4ea6683d42c5dd0a2f2a27ac9824""},{""op"":""add"",""path"":""/linkDownloadFileTypes"",""value"":""4368105b4364b7c75156d7a1ae04d99a77e0d672c4acab4f865f2a484e061566""},{""op"":""add"",""path"":""/linkInternalFilters"",""value"":""668ea03838126d93cedbf154f1139db056bb8e5519bc9ff8970e681191e0ea42""},{""op"":""add"",""path"":""/linkExternalFilters"",""value"":""6f49cdbd80e1b95d5e6427e1501fc217790daee87055fa5b4e71064288bddede""},{""op"":""add"",""path"":""/currencyCode"",""value"":""a26cdf3a6e709124385d4d7eb9bff6b897a58ed5597fbab779b89849dbe81b21""},{""op"":""add"",""path"":""/trackDownloadLinks"",""value"":""true""},{""op"":""add"",""path"":""/jcr:mixinTypes"",""value"":[""471920b17ab23d342dde77c36602515e642ed589988807469c7ad34c3d1667c4""]},{""op"":""add"",""path"":""/linkLeaveQueryString"",""value"":""false""},{""op"":""add"",""path"":""/linkTrackVars"",""value"":""dc937b59892604f5a86ac96936cd7ff09e25f18ae6b758e8014a24c7fa039e91""},{""op"":""add"",""path"":""/trackInlineStats"",""value"":""b5bea41b6c623f7c09f1bf24dcae58ebab3c0cdd90ad966bc43a45b44867e12b""}]},""type"":""node.location""}"
URS,unsupported.repository.structure,node.location,ADVISORY,/etc/cloudservices/sitecatalyst/jcr:content,\N,The node at /etc/cloudservices/sitecatalyst/jcr:content has been modified since installation. It should be moved to a supported repository location.,https://www.adobe.com/go/aem_pd_URS,"{""data"":{""path"":""/etc/cloudservices/sitecatalyst/jcr:content"",""json-patch"":[{""op"":""add"",""path"":""/cq:lastModified"",""value"":""4521facdd0dc148b0d6d8eef18a6384ccfeb3c9ae690380e5c5b618f7c164bc6""},{""op"":""add"",""path"":""/jcr:title"",""value"":""75a7051c6b72d878fb2a3a413625a2446cc328b9e6e82390fa7657d1ecb3dea5""},{""op"":""add"",""path"":""/cq:lastModifiedBy"",""value"":""8c6976e5b5410415bde908bd4dee15dfb167a9c873fc4bb8a81f6f2ab448a918""},{""op"":""add"",""path"":""/descriptionExtended"",""value"":""3a5b4e483d3b5d9124e83e96ff42b7b4f7a086d137b561119a70fe17257b69bf""},{""op"":""add"",""path"":""/selectableChildren"",""value"":[""ff4adf5dc36400ef97693b0a0de3a8e18bbf4972460460e52c688b939babfa24""]},{""op"":""add"",""path"":""/serviceAdminUrl"",""value"":""6827fcd0a560b25d966882576a1d00f9f4e9e45c4b987bfa3b1e6c3611ecebc6""},{""op"":""add"",""path"":""/description"",""value"":""08cb698c8fc5d95e90c6a6821d8bcebad5635fefb9fbb6a4e996b8d1c8bc86a1""},{""op"":""add"",""path"":""/inclusionRank"",""value"":""200""},{""op"":""add"",""path"":""/componentReference"",""value"":""a8196cfcf54c8e4fe602bd3a99ba46e3dd03321fbc50941a06788a8d34df8a26""},{""op"":""add"",""path"":""/cq:template"",""value"":""049bad2805b3b7b863a5d933a4d9313bbb880551b10cc25ea651518260d12185""},{""op"":""add"",""path"":""/category"",""value"":""ae933f975b1aa3700b3791916169052db644e65dea98525456412245c97ea797""},{""op"":""add"",""path"":""/ranking"",""value"":""f5ca38f748a1d6eaf726b8a42fb575c3c71f1864a8143301782de13da2d9202b""},{""op"":""add"",""path"":""/serviceUrl"",""value"":""d5db3899210ccd6758dc081984ed34ac161e6921762cb58470bc56234a29c3aa""},{""op"":""add"",""path"":""/summaryPanelPath"",""value"":""c9d6db2cfda76b2a64a7212bf451c3a5f093cb665fff26c3430fc84e460a47d7""},{""op"":""add"",""path"":""/pageReportUrl"",""value"":""98b7f2bb9376340c6da26de5c6b4d3c63e2d70a761086c6cd4c4e0d99ee8e48e""},{""op"":""add"",""path"":""/jcr:description"",""value"":""ce962832e05225acb603eca5c6b39d1aecf7bca144c87d0aaf5601518453ea6e""},{""op"":""add"",""path"":""/jcr:primaryType"",""value"":""0d0452b75fed4a36809b5e98560f5bf66d7c7306d8c25026f26d99417579ba77""},{""op"":""add"",""path"":""/sling:resourceType"",""value"":""c19c6d0cfecba5859bff780d10761c9b849707980d12ee327da06d99fcd82639""},{""op"":""add"",""path"":""/thumbnailPath"",""value"":""09493d7a7dffe7360ea6f3743e0fe59af503a607883f4a8860c3d1d3318277b8""},{""op"":""add"",""path"":""/connectedWhen"",""value"":""16f78a7d6317f102bbd95fc9a4f3ff2e3249287690b8bdad6b7810f82b34ace3""}]},""type"":""node.location""}"
URS,unsupported.repository.structure,node.location,ADVISORY,/etc/cloudservices/sitecatalyst/statistics,\N,The node at /etc/cloudservices/sitecatalyst/statistics has been modified since installation. It should be moved to a supported repository location.,https://www.adobe.com/go/aem_pd_URS,"{""data"":{""path"":""/etc/cloudservices/sitecatalyst/statistics"",""json-patch"":[{""op"":""add"",""path"":""/jcr:primaryType"",""value"":""f51a6a30f5021019408f2081691cd62d833784b317c9ec244560440ae18461f1""}]},""type"":""node.location""}"
URS,unsupported.repository.structure,node.location,ADVISORY,/etc/cloudservices/sitecatalyst/statistics/configurations,\N,The node at /etc/cloudservices/sitecatalyst/statistics/configurations has been modified since installation. It should be moved to a supported repository location.,https://www.adobe.com/go/aem_pd_URS,"{""data"":{""path"":""/etc/cloudservices/sitecatalyst/statistics/configurations"",""json-patch"":[{""op"":""add"",""path"":""/jcr:title"",""value"":""ae53d36a176659983cfbc81f8c4794ac7c6e87befdffcd841497b270f291075d""},{""op"":""add"",""path"":""/total"",""value"":""1""},{""op"":""add"",""path"":""/jcr:primaryType"",""value"":""f51a6a30f5021019408f2081691cd62d833784b317c9ec244560440ae18461f1""}]},""type"":""node.location""}"
URS,unsupported.repository.structure,node.location,ADVISORY,/etc/cloudservices/sitecatalyst/statistics/frameworks,\N,The node at /etc/cloudservices/sitecatalyst/statistics/frameworks has been modified since installation. It should be moved to a supported repository location.,https://www.adobe.com/go/aem_pd_URS,"{""data"":{""path"":""/etc/cloudservices/sitecatalyst/statistics/frameworks"",""json-patch"":[{""op"":""add"",""path"":""/jcr:title"",""value"":""cafd6b725820bd8efb592e2137dcbb73b07651b8988cbb3ff262c501ef5666ef""},{""op"":""add"",""path"":""/total"",""value"":""1""},{""op"":""add"",""path"":""/jcr:primaryType"",""value"":""f51a6a30f5021019408f2081691cd62d833784b317c9ec244560440ae18461f1""}]},""type"":""node.location""}"
URS,unsupported.repository.structure,node.location,ADVISORY,/etc/cloudservices/smarttagging,\N,The node at /etc/cloudservices/smarttagging has been modified since installation. It should be moved to a supported repository location.,https://www.adobe.com/go/aem_pd_URS,"{""data"":{""path"":""/etc/cloudservices/smarttagging"",""json-patch"":[{""op"":""add"",""path"":""/jcr:primaryType"",""value"":""fc5021c59aa9b7e257c6c212435191488647144b144950ebc2f56c0cae551590""},{""op"":""add"",""path"":""/jcr:mixinTypes"",""value"":[""471920b17ab23d342dde77c36602515e642ed589988807469c7ad34c3d1667c4""]}]},""type"":""node.location""}"
URS,unsupported.repository.structure,node.location,ADVISORY,/etc/cloudservices/smarttagging/jcr:content,\N,The node at /etc/cloudservices/smarttagging/jcr:content has been modified since installation. It should be moved to a supported repository location.,https://www.adobe.com/go/aem_pd_URS,"{""data"":{""path"":""/etc/cloudservices/smarttagging/jcr:content"",""json-patch"":[{""op"":""add"",""path"":""/ranking"",""value"":""ad57366865126e55649ecb23ae1d48887544976efea46a48eb5d85a6eeb4d306""},{""op"":""add"",""path"":""/description"",""value"":""9e863116a32e299c3aa25adf20bb6fc254fe68ee1514fdea20b42bb4b71eb00b""},{""op"":""add"",""path"":""/jcr:title"",""value"":""7569508353f80006098097e4e9fbc224d581095de5f9b1df79a36a30f5c0455c""},{""op"":""add"",""path"":""/solution"",""value"":""ae933f975b1aa3700b3791916169052db644e65dea98525456412245c97ea797""},{""op"":""add"",""path"":""/jcr:primaryType"",""value"":""0d0452b75fed4a36809b5e98560f5bf66d7c7306d8c25026f26d99417579ba77""},{""op"":""add"",""path"":""/sling:resourceType"",""value"":""c19c6d0cfecba5859bff780d10761c9b849707980d12ee327da06d99fcd82639""},{""op"":""add"",""path"":""/allowMultiple"",""value"":""false""},{""op"":""add"",""path"":""/connectedWhen"",""value"":""7d77c42136cb3185733f90e7f0bae5383007769923617766c91d6db9358ebcf5""},{""op"":""add"",""path"":""/cq:template"",""value"":""049bad2805b3b7b863a5d933a4d9313bbb880551b10cc25ea651518260d12185""},{""op"":""add"",""path"":""/serviceUrl"",""value"":""5002a23e8612b3f5ba5f43243afc45e2f2fde0ddcfacbb63d033bb53282a7ffa""},{""op"":""add"",""path"":""/componentReference"",""value"":""10eb8a5dfe184f71dddf41334a79b57589032252bc83a2d49b7bc5ec22ac5746""},{""op"":""add"",""path"":""/category"",""value"":""ae933f975b1aa3700b3791916169052db644e65dea98525456412245c97ea797""}]},""type"":""node.location""}"
URS,unsupported.repository.structure,node.location,ADVISORY,/etc/cloudservices/testandtarget,\N,The node at /etc/cloudservices/testandtarget has been modified since installation. It should be moved to a supported repository location.,https://www.adobe.com/go/aem_pd_URS,"{""data"":{""path"":""/etc/cloudservices/testandtarget"",""json-patch"":[{""op"":""add"",""path"":""/jcr:primaryType"",""value"":""fc5021c59aa9b7e257c6c212435191488647144b144950ebc2f56c0cae551590""},{""op"":""add"",""path"":""/jcr:mixinTypes"",""value"":[""471920b17ab23d342dde77c36602515e642ed589988807469c7ad34c3d1667c4""]}]},""type"":""node.location""}"
URS,unsupported.repository.structure,node.location,ADVISORY,/etc/cloudservices/testandtarget/defaults,\N,The node at /etc/cloudservices/testandtarget/defaults has been modified since installation. It should be moved to a supported repository location.,https://www.adobe.com/go/aem_pd_URS,"{""data"":{""path"":""/etc/cloudservices/testandtarget/defaults"",""json-patch"":[{""op"":""add"",""path"":""/maxProfileParams"",""value"":""11""},{""op"":""add"",""path"":""/jcr:primaryType"",""value"":""f51a6a30f5021019408f2081691cd62d833784b317c9ec244560440ae18461f1""},{""op"":""add"",""path"":""/jcr:mixinTypes"",""value"":[""471920b17ab23d342dde77c36602515e642ed589988807469c7ad34c3d1667c4""]}]},""type"":""node.location""}"
URS,unsupported.repository.structure,node.location,ADVISORY,/etc/cloudservices/testandtarget/jcr:content,\N,The node at /etc/cloudservices/testandtarget/jcr:content has been modified since installation. It should be moved to a supported repository location.,https://www.adobe.com/go/aem_pd_URS,"{""data"":{""path"":""/etc/cloudservices/testandtarget/jcr:content"",""json-patch"":[{""op"":""add"",""path"":""/description"",""value"":""764a5319bb502a6897e939ccb8d782764cd7d58a5f3d9b5b5801f93f50526b41""},{""op"":""add"",""path"":""/cq:lastModifiedBy"",""value"":""8c6976e5b5410415bde908bd4dee15dfb167a9c873fc4bb8a81f6f2ab448a918""},{""op"":""add"",""path"":""/connectedWhen"",""value"":""13149d9d49cbed620177ecba0e7243395f04f3b5d44633f101b2f556275d36c9""},{""op"":""add"",""path"":""/serviceAdminUrl"",""value"":""6827fcd0a560b25d966882576a1d00f9f4e9e45c4b987bfa3b1e6c3611ecebc6""},{""op"":""add"",""path"":""/descriptionExtended"",""value"":""fe72f2b3b5647386913833ea43437b2c8733f0cff27de929c7c9d6eee6835695""},{""op"":""add"",""path"":""/cq:template"",""value"":""049bad2805b3b7b863a5d933a4d9313bbb880551b10cc25ea651518260d12185""},{""op"":""add"",""path"":""/category"",""value"":""ae933f975b1aa3700b3791916169052db644e65dea98525456412245c97ea797""},{""op"":""add"",""path"":""/inclusionRank"",""value"":""100""},{""op"":""add"",""path"":""/jcr:description"",""value"":""fc0180225e77e67df48032aa5d47e0972e024a0af629a05176dc0d3ca3aa00eb""},{""op"":""add"",""path"":""/cq:lastModified"",""value"":""179df95f718834bfc0f846820ddae111c9066098907d1d144a99c5db5122ad0c""},{""op"":""add"",""path"":""/componentReference"",""value"":""09500bca1e1e723e360023e5f9ff3a3355ad713a1ae834ac53efc2fee43f0def""},{""op"":""add"",""path"":""/thumbnailPath"",""value"":""3e5160fd3cef175dd318d8029085a2203e6d5281f1d89b2bc308e2713be9965d""},{""op"":""add"",""path"":""/ranking"",""value"":""624b60c58c9d8bfb6ff1886c2fd605d2adeb6ea4da576068201b6c6958ce93f4""},{""op"":""add"",""path"":""/jcr:title"",""value"":""5732153119ae9135126a4a77f796d84b12fcf9d015782e45a4ed96f512b2f4e3""},{""op"":""add"",""path"":""/solution"",""value"":""34a04005bcaf206eec990bd9637d9fdb6725e0a0c0d4aebf003f17f4c956eb5c""},{""op"":""add"",""path"":""/jcr:primaryType"",""value"":""0d0452b75fed4a36809b5e98560f5bf66d7c7306d8c25026f26d99417579ba77""},{""op"":""add"",""path"":""/sling:resourceType"",""value"":""c19c6d0cfecba5859bff780d10761c9b849707980d12ee327da06d99fcd82639""},{""op"":""add"",""path"":""/summaryPanelPath"",""value"":""c9d608cc3b32f9308de034d9c55862d2371eef298644bd6a3c6d02e683f87917""},{""op"":""add"",""path"":""/serviceUrl"",""value"":""98bf88b58685cec7c595f90b90ccfcaf488ed4804c0d92c3949b2260bc28b0aa""}]},""type"":""node.location""}"
URS,unsupported.repository.structure,node.location,ADVISORY,/etc/cloudservices/testandtarget/statistics,\N,The node at /etc/cloudservices/testandtarget/statistics has been modified since installation. It should be moved to a supported repository location.,https://www.adobe.com/go/aem_pd_URS,"{""data"":{""path"":""/etc/cloudservices/testandtarget/statistics"",""json-patch"":[{""op"":""add"",""path"":""/jcr:primaryType"",""value"":""f51a6a30f5021019408f2081691cd62d833784b317c9ec244560440ae18461f1""}]},""type"":""node.location""}"
URS,unsupported.repository.structure,node.location,ADVISORY,/etc/cloudservices/testandtarget/statistics/mbox,\N,The node at /etc/cloudservices/testandtarget/statistics/mbox has been modified since installation. It should be moved to a supported repository location.,https://www.adobe.com/go/aem_pd_URS,"{""data"":{""path"":""/etc/cloudservices/testandtarget/statistics/mbox"",""json-patch"":[{""op"":""add"",""path"":""/jcr:primaryType"",""value"":""f51a6a30f5021019408f2081691cd62d833784b317c9ec244560440ae18461f1""},{""op"":""add"",""path"":""/total"",""value"":""0""},{""op"":""add"",""path"":""/jcr:title"",""value"":""dbdf90c1310c076ab133bae85cf79ca5deaaceb638ae92b9ae87b4a596f71d50""}]},""type"":""node.location""}"
